0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2720190.895,916360.3707,5431880,1870821,2870392.802,829422526.5,2414041,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.380651049,63223.45033,131681.3329,146021.5749,-0.924498618,6.29E-13,4.94E-05,0.996068661,0.034936631,2.09E-05
3733972.843,527158.9379,5168174,3317176,3771001.159,1138588560,3565261.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.666700595,87597.43611,148108.0011,34201.60817,-0.924498618,-3.70E-13,0.004365302,0.996453903,0.034936631,2.09E-05
2875751.386,921011.1596,5570808,2129513,3019636.996,876774187.5,2417591,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.318721841,67088.70782,121213.6317,62301.22446,-0.924498618,6.91E-13,6.40E-05,0.994303181,0.034936631,2.09E-05
2766967.131,1033106.524,5760087,1910546.5,2953542.99,843496187.5,2265596.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.125508961,82872.94349,140262.8299,67818.03201,-0.924498618,5.65E-13,3.91E-05,0.99370365,0.034936631,2.09E-05
2809313.81,795364.0708,5229012,2066339,2919734.25,856657765.5,2575820,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.42588388,28807.59683,80369.51456,156670.2532,-0.924498618,8.33E-13,0.000124233,0.997317975,0.034936631,2.09E-05
3008622.915,1107714.838,6222252,1989563,3206063.631,917084537.5,2605423.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.403106715,72919.70003,137135.0668,58856.92433,-0.924498618,4.55E-13,3.11E-05,0.994433563,0.034936631,2.09E-05
2748747.869,1007492.577,5648453,1911209,2927568.298,838017798.5,2277532,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.195073262,65845.10954,118313.1823,73590.37162,-0.924498618,5.88E-13,4.13E-05,0.994139115,0.034936631,2.09E-05
4860642.026,1047142.492,6152489,3137206,4972157.309,1483052483,5212259,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.342563872,-91562.42729,-152254.9141,-19068.84121,-0.924498618,-5.94E-13,0.000139789,0.993747037,0.034936631,2.09E-05
3763416.275,410800.3945,4895659,3485671.5,3785770.598,1147710802,3644147,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.374711779,-34223.2869,28943.73869,39767.94814,-0.924498618,-4.84E-12,0.027201621,0.997345721,0.034936631,2.09E-05
3286261.562,592082.8382,4252987,2500165.5,3339173.122,1002661918,3310343.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.383024132,-131621.0075,61739.28468,148219.9487,-0.924498618,-1.25E-12,0.000632114,0.998066537,0.034936631,2.09E-05
3413565.706,627573.523,4334093,2514865,3470775.037,1041642615,3492262.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.317033579,-150848.3638,39212.8077,103536.9801,-0.924498618,-1.41E-12,0.000579931,0.993776009,0.034936631,2.09E-05
2764246.379,1035733.014,5813767,1895819,2951914.789,842726330.5,2273068.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.082217353,41624.67624,138451.1466,60981.90875,-0.924498618,5.56E-13,3.73E-05,0.993669865,0.034936631,2.09E-05
2770693.993,1012261.996,5814101,1980575.5,2949816.868,844704016.5,2259882.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.065947823,39244.94235,122176.3428,103665.9992,-0.924498618,6.03E-13,4.63E-05,0.994235413,0.034936631,2.09E-05
2789970.458,1049117.469,5885233,1921641,2980701.699,850485838.5,2287640,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.097131346,43492.15326,111091.3805,78527.25681,-0.924498618,5.43E-13,3.65E-05,0.993501987,0.034936631,2.09E-05
2864778.17,1081797.786,6061804,1937008,3062228.015,873288906.5,2421997,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.229108161,61222.59553,137017.5859,48339.29286,-0.924498618,5.01E-13,3.31E-05,0.994274537,0.034936631,2.09E-05
2814384.621,908750.5833,5635419,2062731.5,2957463.173,858133116.5,2409829.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.313410335,53857.99986,123221.1694,84788.33094,-0.924498618,7.03E-13,6.68E-05,0.994725143,0.034936631,2.09E-05
2713208.118,880006.2725,5337537,1851342,2852351.544,827297405.5,2493028,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.441894931,44610.63108,130505.4427,166665.7727,-0.924498618,6.56E-13,5.94E-05,0.997017091,0.034936631,2.09E-05
3700010.124,528865.1299,5404841,3257775.5,3737615.984,1128232803,3529229,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.616696296,84436.47009,145471.7087,37617.83329,-0.924498618,-2.55E-13,0.00410201,0.996194653,0.034936631,2.09E-05
2718425.771,983485.6035,5710316,1897721,2890861.914,828814051.5,2283885,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.191664312,89123.6706,135054.1145,94657.85836,-0.924498618,6.08E-13,4.42E-05,0.994749455,0.034936631,2.09E-05
4871881.399,903395.9338,6011992,3435594.5,4954932.146,1486437963,5145623,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.204639542,-27390.64319,-130444.2692,-36953.34954,-0.924498618,-8.76E-13,0.000429548,0.994202444,0.034936631,2.09E-05
2711539.471,957470.2851,5575297,1898260.5,2875620.915,826714565.5,2342716.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.278328259,68069.29892,102879.0169,135686.7502,-0.924498618,6.14E-13,4.53E-05,0.994578653,0.034936631,2.09E-05
2842804.052,755689.2664,5142497,2100461.5,2941530.409,866911952.5,2678898.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.314148999,3121.919341,55498.4132,156560.1574,-0.924498618,8.17E-13,0.000144871,0.99880334,0.034936631,2.09E-05
3021438.255,1090217.07,6212067,2003548.5,3212111.827,920948921.5,2645095,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.381235793,62565.80874,151952.0878,38157.03145,-0.924498618,4.65E-13,3.31E-05,0.993698981,0.034936631,2.09E-05
3577901.987,691415.9895,5573918,2949925.5,3644096.417,1090924273,3368407,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.987957317,5870.330079,44032.82799,12643.78347,-0.924498618,6.41E-13,0.000555107,0.995454051,0.034936631,2.09E-05
2984306.131,1073238.284,6053814,2005176.5,3171422.945,909699387.5,2585863,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.318622293,39876.36963,176616.2595,65193.50852,-0.924498618,4.84E-13,3.33E-05,0.994467853,0.034936631,2.09E-05
3906409.758,313099.4304,4906563,3753507.5,3918937.158,1191386869,3852570,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.224269244,-84508.38994,7775.395236,38914.95375,-0.924498618,-3.00E-11,0.231045483,1.002289865,0.034936631,2.09E-05
3031084.98,1087103.604,6157806,2020292.5,3220135.153,923938656.5,2661389.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.332793619,36687.26409,162217.2455,29178.72407,-0.924498618,4.66E-13,3.36E-05,0.994820536,0.034936631,2.09E-05
2826387.928,1057361.804,5937311,1964969,3017694.932,861583479.5,2348890,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.138731881,58510.56453,149182.6837,56722.24068,-0.924498618,5.37E-13,3.69E-05,0.993769026,0.034936631,2.09E-05
2744451.536,865281.7748,5368156,1899154.5,2877625.198,836804483.5,2516211,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.457746151,-3047.92314,100039.7968,164202.2562,-0.924498618,6.78E-13,6.63E-05,0.996990936,0.034936631,2.09E-05
3583261.719,689166.3621,4518246,2394923,3648933.381,1093568737,3708836.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.319803769,-133381.6274,-14771.85376,110509.0888,-0.924498618,-1.28E-12,0.000430063,0.987526926,0.034936631,2.09E-05
3416933.301,626035.7226,4279295,2526412,3473809.711,1042698280,3500197,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.262863562,-113298.6319,11693.44398,105585.8837,-0.924498618,-1.39E-12,0.00058346,0.993786221,0.034936631,2.09E-05
3659415.052,702955.9022,4660375,2404728,3726320.642,1116835137,3791050.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.353116503,-118482.5531,-22326.72897,84484.67647,-0.924498618,-1.19E-12,0.000396799,0.986989815,0.034936631,2.09E-05
2854182.693,956347.0755,5766978,2060431,3010142.617,870247819.5,2396865,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.274436266,80987.45695,150113.2042,82522.4471,-0.924498618,6.46E-13,5.67E-05,0.994214376,0.034936631,2.09E-05
2972499.281,1042244.938,6094621,2055938.5,3149924.838,906111436.5,2578355.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.294481122,82989.39531,162455.3484,64768.11955,-0.924498618,5.18E-13,3.82E-05,0.99436171,0.034936631,2.09E-05
2950714.804,766904.5224,5359632,2410016,3048747.349,899782930.5,2587874.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.897045451,60683.61882,147281.472,86856.90476,-0.924498618,1.11E-12,0.00024168,0.996850797,0.034936631,2.09E-05
2711335.68,951690.4781,5576893,1894811.5,2873509.341,826667907.5,2351206.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.286172245,77895.26529,124593.1098,117911.6965,-0.924498618,6.29E-13,4.88E-05,0.995083347,0.034936631,2.09E-05
3405833.81,680083.6262,5477816,2872151,3473070.354,1038489762,3123103,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.598859456,76554.50009,68225.5511,59363.9687,-0.924498618,8.67E-13,0.000530228,0.995099222,0.034936631,2.09E-05
2841059.105,988178.2825,5783966,2052030.5,3008008.17,866107277.5,2352698.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.230087239,51574.88714,98609.23712,86665.04272,-0.924498618,6.22E-13,5.11E-05,0.994447023,0.034936631,2.09E-05
2740414.876,1029215.748,5744464,1867119,2927312.547,835469610.5,2237361,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.091771622,64039.90135,122990.0193,69182.59125,-0.924498618,5.65E-13,3.78E-05,0.99419449,0.034936631,2.09E-05
2714535.81,892332.3077,5416767,1854349.5,2857439.696,827704832.5,2464855,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.399066576,24754.09243,125452.8945,141915.0647,-0.924498618,6.39E-13,5.39E-05,0.996498608,0.034936631,2.09E-05
3564426.183,664292.6238,4486767,2506929.5,3625799.044,1087746221,3677769,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.328108336,-127176.3567,17194.4646,114121.6951,-0.924498618,-1.35E-12,0.000533995,0.990175923,0.034936631,2.09E-05
4627139.876,988796.9633,5876261,2961311,4731611.022,1411899878,4913835,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.337198744,-112198.0118,-108333.6378,12801.1535,-0.924498618,-6.34E-13,0.000132058,0.991985001,0.034936631,2.09E-05
2718347.248,865794.5068,5306491,1903266.5,2852895.352,828908591.5,2458974.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.444135402,9023.514109,123201.1831,131890.9498,-0.924498618,7.02E-13,6.91E-05,0.996701781,0.034936631,2.09E-05
2762419.353,849389.2076,5303098,1932052.5,2890055.831,842361997.5,2545728.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.478898046,926.6449718,103922.6614,141093.0975,-0.924498618,6.98E-13,7.54E-05,0.997710291,0.034936631,2.09E-05
3438998.34,419903.6054,4269285,2992630,3464538.731,1049073006,3374892.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.837886168,-74279.18449,-19844.51787,119651.7456,-0.924498618,-4.43E-12,0.012368699,1.001844976,0.034936631,2.09E-05
3947636.627,811686.7725,5021027,2597474.5,4030219.642,1204750585,4122889,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.408696724,-112195.9338,-94057.48784,85764.5115,-0.924498618,-8.63E-13,0.000193554,0.986630799,0.034936631,2.09E-05
3539882.974,716946.1222,5693864,2893353.5,3611756.25,1079326501,3305944.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.855797109,64215.33558,115541.2659,5626.263852,-0.924498618,6.95E-13,0.000425633,0.995430596,0.034936631,2.09E-05
2752784.542,854104.8046,5278785,1921798.5,2882241.793,839368719.5,2547617,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.488685873,35611.40682,108057.5121,135983.9069,-0.924498618,6.83E-13,6.95E-05,0.996962699,0.034936631,2.09E-05
2696854.542,974582.778,5667269,1878159,2867548.782,822230125.5,2268055,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.186835632,82287.92062,135697.7874,114970.1636,-0.924498618,6.24E-13,4.64E-05,0.995170959,0.034936631,2.09E-05
2696535.425,933941.4026,5472953,1890167,2853690.565,822217189.5,2350401,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.298677219,74260.08867,147501.2621,136701.3164,-0.924498618,6.56E-13,5.23E-05,0.995248572,0.034936631,2.09E-05
3618677.771,397465.5735,4239856,3138927,3640440.591,1103970181,3587532,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.585137396,2806.789299,29275.4602,54524.69043,-0.924498618,-7.59E-12,0.025484707,0.997580364,0.034936631,2.09E-05
3613732.209,683826.8216,4592032,2443368.5,3677863.456,1102861450,3732460,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.348454724,-99096.14622,-1632.243477,83049.035,-0.924498618,-1.27E-12,0.000463831,0.98852653,0.034936631,2.09E-05
2693534.699,912311.9313,5402904,1846418.5,2843842.864,821314623.5,2409332,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.360673227,50748.30649,102316.5194,155656.3613,-0.924498618,6.47E-13,5.27E-05,0.995555403,0.034936631,2.09E-05
2916438.673,665126.3137,4848959,2206131,2991322.04,889522512.5,2819898.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.400987454,-26891.78254,51851.95371,164316.8471,-0.924498618,5.72E-13,0.000208965,1.00132372,0.034936631,2.09E-05
2769696.536,1029367.726,5840288,1911018,2954795.563,844352541.5,2280060.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.075835592,73624.87546,125185.296,70632.31334,-0.924498618,5.65E-13,3.91E-05,0.994001406,0.034936631,2.09E-05
3842844.392,363049.6672,4941972,3617150.5,3859955.71,1171956800,3740771.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,1.152989766,-362.9568322,78572.60453,1078.24538,-0.924498618,-1.21E-11,0.073392516,0.998937253,0.034936631,2.09E-05
2714631.052,982747.3781,5629890,1899755,2887042.459,827639686.5,2296213,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.223999591,46075.08278,140406.7829,117324.6604,-0.924498618,6.13E-13,4.52E-05,0.993847443,0.034936631,2.09E-05
2731151.065,863443.4212,5335921,1884147.5,2864388.361,832793585.5,2524397.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.456488346,37.15327063,134655.9487,162062.9741,-0.924498618,6.83E-13,6.65E-05,0.997385136,0.034936631,2.09E-05
2732136.608,860946.7708,5279873,1892076.5,2864576.72,833117931.5,2512919.5,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.483367962,-3701.478071,128264.0525,137774.8925,-0.924498618,6.70E-13,6.37E-05,0.996838881,0.034936631,2.09E-05
3049578.444,1075940.789,6139633,2053152,3233817.755,929555252.5,2657230,0,0.012049595,10973.14606,85.54132648,0.004567604,-0.000744546,2.09E-05,2.341251881,31647.85392,149959.9565,37248.5956,-0.924498618,4.74E-13,3.41E-05,0.994025291,0.034936631,2.09E-05
